date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 29, 2024","1,138 sqft",2bd,2bd,"$237,300","Coldwell Banker Realty, ARMLS",13279 W  Bolero Dr, Sun City West,Arizona,85375
"AUG 29, 2024","2,033 sqft",3bd,3bd,"$465,000","West USA Realty, ARMLS",12931 W  Blue Bonnet Dr, Sun City West,Arizona,85375
"AUG 29, 2024","2,018 sqft",3bd,3bd,"$620,000","HomeSmart, ARMLS",21606 N  Yellowstone Cir, Sun City West,Arizona,85375
"AUG 29, 2024","1,970 sqft",3bd,3bd,"$445,500","Coldwell Banker Realty, ARMLS",16205 W  Desert Winds Dr, Surprise,Arizona,85374
"AUG 29, 2024","2,035 sqft",2bd,2bd,"$415,000","West USA Realty, ARMLS",16248 W  Copper Point Ln, Surprise,Arizona,85374
"AUG 29, 2024","3,043 sqft (on 1.09 acres)",3bd,3bd,"$749,000","The Tori Jones Group, LLC, ARMLS",5414 W  Piedmont Rd, Laveen,Arizona,85339
"AUG 29, 2024","1,448 sqft",3bd,3bd,"$475,000","Hague Partners, ARMLS",1219 E  Silverwood Dr, Phoenix,Arizona,85048
"AUG 29, 2024","2,232 sqft",4bd,4bd,"$619,000","Tukee Homes Realty LLC, ARMLS",3910 E  Desert Flower Ln, Phoenix,Arizona,85044
"AUG 29, 2024","1,040 sqft",3bd,3bd,"$285,000","Locality Real Estate, ARMLS",6604 S  Lakeshore Dr #A, Tempe,Arizona,85283
"AUG 29, 2024","1,209 sqft",3bd,3bd,"$400,000","Keller Williams Realty East Valley, ARMLS",4624 E  Cheyenne Dr, Phoenix,Arizona,85044
"AUG 29, 2024","1,209 sqft",3bd,3bd,"$465,000","LPT Realty, LLC, ARMLS",3811 W  Elgin St, Chandler,Arizona,85226
"AUG 29, 2024","1,661 sqft",3bd,3bd,"$440,000","Realty ONE Group, ARMLS",4142 E  Cholla Canyon Dr, Phoenix,Arizona,85044
"AUG 29, 2024","1,384 sqft",4bd,4bd,"$480,000","Realty ONE Group, ARMLS",1419 W  Chilton St, Chandler,Arizona,85224
"AUG 29, 2024",766 sqft,2bd,2bd,"$271,000",Coldwell Banker Northland,1126 W  Elliot Rd #2077, Chandler,Arizona,85224
"AUG 29, 2024","1,250 sqft",3bd,3bd,"$435,000","eXp Realty, ARMLS",808 E  Calle Del Norte, Chandler,Arizona,85225
"AUG 29, 2024","1,451 sqft",3bd,3bd,"$385,000","Citiea, ARMLS",1721 N  Apache Dr, Chandler,Arizona,85224
"AUG 29, 2024","1,963 sqft",3bd,3bd,"$510,000","Arizona Elite Properties, ARMLS",1384 S  Apollo Ct, Chandler,Arizona,85286
"AUG 29, 2024",921 sqft,2bd,2bd,"$254,000","Cactus Mountain Properties, LLC, ARMLS",1911 E  Cherry Hills Dr, Chandler,Arizona,85249
"AUG 29, 2024","1,585 sqft",2bd,2bd,"$236,000","Keller Williams Integrity First, ARMLS",25641 S  Illinois Ave, Sun Lakes,Arizona,85248
"AUG 29, 2024","1,545 sqft (on 0.27 acres)",2bd,2bd,"$495,000","Real Broker, ARMLS",26407 S  Pinewood Dr, Sun Lakes,Arizona,85248
"AUG 29, 2024","1,224 sqft",2bd,2bd,"$475,000","Realty ONE Group, ARMLS",26606 S  Dartford Dr, Sun Lakes,Arizona,85248
"AUG 29, 2024","1,872 sqft",4bd,4bd,"$569,000","Barrett Real Estate, ARMLS",951 S  Meadows Dr, Chandler,Arizona,85224
"AUG 29, 2024","1,207 sqft",2bd,2bd,"$610,000","Venture REI, LLC, ARMLS",124 E  Vaughn Ave, Gilbert,Arizona,85234
"AUG 29, 2024","1,566 sqft",3bd,3bd,"$520,000","Real Broker, ARMLS",925 E  Lexington Ave, Gilbert,Arizona,85234
"AUG 29, 2024","1,325 sqft",3bd,3bd,"$450,000","RE/MAX Solutions, ARMLS",3259 E  Thunderheart Trl, Gilbert,Arizona,85297
"AUG 29, 2024","2,399 sqft",5bd,5bd,"$576,000","RE/MAX Foothills, ARMLS",4518 E  Ute St, Phoenix,Arizona,85044
"AUG 29, 2024","3,307 sqft (on 0.27 acres)",5bd,5bd,"$775,000","eXp Realty, ARMLS",4537 E  Chuckwalla Cyn, Phoenix,Arizona,85044
"AUG 29, 2024","2,394 sqft",4bd,4bd,"$695,000","NORTH&CO., ARMLS",5151 W  Laredo Ct, Chandler,Arizona,85226
"AUG 29, 2024","2,237 sqft (on 0.25 acres)",3bd,3bd,"$605,000","Realty ONE Group, ARMLS",14924 W  Whitton Ave, Goodyear,Arizona,85395
"AUG 29, 2024","2,890 sqft (on 1.90 acres)",4bd,4bd,"$860,000","Realty ONE Group, ARMLS",7401 N  183rd Ave, Waddell,Arizona,85355
"AUG 29, 2024","1,475 sqft (on 1.03 acres)",4bd,4bd,"$390,000","EPIC Home Realty, ARMLS",20334 W  Bunker Peak Rd, Wittmann,Arizona,85361
"AUG 29, 2024","1,670 sqft",2bd,2bd,"$440,000","Home Realty, ARMLS",18092 W  Fairway Dr, Surprise,Arizona,85374
"AUG 29, 2024","1,402 sqft",2bd,2bd,"$360,000","Citiea, ARMLS",17979 W  Dawn Dr, Pine Knoll Shores,Arizona,85374
"AUG 29, 2024","1,081 sqft",2bd,2bd,"$270,000","Keller Williams Realty Professional Partners, ARMLS",13955 W  Pueblo Trl, Surprise,Arizona,85374
"AUG 29, 2024","1,632 sqft (on 0.29 acres)",3bd,3bd,"$445,000",Havapad Realty Group,131 Acoma Blvd N, Lake Havasu City,Arizona,86403
"AUG 29, 2024","1,436 sqft (on 1.16 acres)",3bd,3bd,"$205,682",Innovative Property Solutions,2085 Havasupai Dr, Bullhead City,Arizona,86442
"AUG 29, 2024","1,072 sqft",2bd,2bd,"$229,500",Real Broker,7569 E  Old Mission Dr, Kingman,Arizona,86401
"AUG 29, 2024","1,800 sqft",3bd,3bd,"$180,000",Real Broker,3955 E  John L Ave, Kingman,Arizona,86409
"AUG 29, 2024",409 sqft (on 4.38 acres),1bd,1bd,"$150,000",Turner Hill Properties,2981 E  Calle Charcas, Kingman,Arizona,86409
"AUG 29, 2024","1,240 sqft",2bd,2bd,"$287,750","Realty Providers, ARMLS",2182 Tewksbury Rd, Overgaard,Arizona,85933
"AUG 29, 2024","1,460 sqft",3bd,3bd,"$350,000",Long Realty Company,638 W  Rushwood Dr, Tucson,Arizona,85704
"AUG 29, 2024","3,178 sqft (on 0.91 acres)",6bd,6bd,"$780,000",KMS Realty,2602 N  Grannen Rd, Tucson,Arizona,85745
"AUG 29, 2024","1,204 sqft",3bd,3bd,"$215,000",OMNI Homes International,4448 N  Jay Ave, Tucson,Arizona,85705
"AUG 29, 2024","1,242 sqft (on 0.34 acres)",2bd,2bd,"$485,000",Realty Executives Arizona Territory,6815 N  Cascade Spring Pl, Tucson,Arizona,85718
"AUG 29, 2024","2,141 sqft (on 0.99 acres)",3bd,3bd,"$665,000",Realty Executives Arizona Territory,5763 N  Via Ligera, Tucson,Arizona,85750
"AUG 29, 2024",828 sqft,2bd,2bd,"$235,000",My Home Group,3656 E  Glenn St, Tucson,Arizona,85716
"AUG 29, 2024",983 sqft,2bd,2bd,"$335,000",Real Broker,1404 E  Silver St, Tucson,Arizona,85719
"AUG 29, 2024","1,640 sqft",3bd,3bd,"$525,000",Tierra Antigua Realty,7408 E  Vactor Ranch Trl, Tucson,Arizona,85715
"AUG 29, 2024",844 sqft,2bd,2bd,"$349,000",OMNI Homes International,1139 N  5th Ave, Tucson,Arizona,85705
"AUG 29, 2024","2,374 sqft (on 0.30 acres)",3bd,3bd,"$360,000",Keller Williams Southern Arizona,1662 W  Calle Guadalajara, Tucson,Arizona,85713
"AUG 29, 2024","1,478 sqft",2bd,2bd,"$299,500",Keller Williams Southern Arizona,5827 E  Lee St, Tucson,Arizona,85712
"AUG 29, 2024",765 sqft,2bd,2bd,"$255,000",eXp Realty,820 N  Desert Ave, Tucson,Arizona,85711
"AUG 29, 2024","1,288 sqft",3bd,3bd,"$315,000",KMS Realty,5814 E  2nd St, Tucson,Arizona,85711
"AUG 29, 2024","1,550 sqft",3bd,3bd,"$315,000",KMS Realty,1361 S  Edlin Ave, Tucson,Arizona,85711
"AUG 29, 2024",672 sqft,1bd,1bd,"$99,000",Pima Valley Realty and Property Management,1620 N  Wilmot Rd, Tucson,Arizona,85712
"AUG 29, 2024","1,200 sqft",2bd,2bd,"$275,000",Long Realty Company,1071 N  Caribe Ave, Tucson,Arizona,85710
"AUG 29, 2024","1,177 sqft",3bd,3bd,"$195,000",Paul John Charette,1802 S  Avenida Prado, Tucson,Arizona,85710
"AUG 29, 2024","2,241 sqft",4bd,4bd,"$350,000",Long Realty Company,9142 E  Roberto St, Tucson,Arizona,85710
"AUG 29, 2024","1,150 sqft",3bd,3bd,"$206,000",Realty Executives Arizona Territory,3233 S  Magda Ave, Tucson,Arizona,85730
"AUG 29, 2024","1,194 sqft",4bd,4bd,"$260,000",eXp Realty,3334 S  Summit Ave, Tucson,Arizona,85730
"AUG 29, 2024","1,634 sqft",4bd,4bd,"$304,000",eXp Realty,7646 E  Apple Tree Dr, Tucson,Arizona,85730
"AUG 29, 2024","1,165 sqft",3bd,3bd,"$285,000",Tierra Antigua Realty,4627 S  Foxdale Dr, Tucson,Arizona,85730
"AUG 29, 2024","1,726 sqft",4bd,4bd,"$350,000",Tierra Antigua Realty,9915 E  Stella Rd, Tucson,Arizona,85730
"AUG 29, 2024","1,938 sqft",4bd,4bd,"$320,000",Engel & Volkers Gilbert,402 E  Vaquero Pl, Tucson,Arizona,85706
"AUG 29, 2024",841 sqft,2bd,2bd,"$225,000",OMNI Homes International,6956 S  Placita De Amigos, Tucson,Arizona,85746
"AUG 29, 2024","1,800 sqft (on 1.18 acres)",4bd,4bd,"$367,500",OMNI Homes International,12302 W  Orange Grove Rd, Tucson,Arizona,85743
"AUG 29, 2024","1,708 sqft",2bd,2bd,"$425,000",Keller Williams Southern Arizona,14022 N  Buckingham Dr, Oro Valley,Arizona,85755
"AUG 29, 2024","2,082 sqft",4bd,4bd,"$435,000",Coldwell Banker Realty,11652 N  Rain Rock Way, Oro Valley,Arizona,85737
"AUG 29, 2024","2,474 sqft (on 0.28 acres)",5bd,5bd,"$405,000",Coldwell Banker Realty,17993 S  Avenida Armoniosa, Sahuarita,Arizona,85629
"AUG 29, 2024","1,348 sqft",2bd,2bd,"$309,000",Tierra Antigua Realty,3982 S  Camino Del Heroe, Green Valley,Arizona,85614
"AUG 29, 2024","2,350 sqft (on 3.65 acres)",3bd,3bd,"$665,000",Coldwell Banker Realty,3760 W  Calle Cinco, Green Valley,Arizona,85622
"AUG 29, 2024","1,608 sqft",2bd,2bd,"$340,000",RE/MAX Signature,726 N  Abrego Dr, Green Valley,Arizona,85614
"AUG 29, 2024","1,360 sqft",2bd,2bd,"$239,900",OMNI Homes International,1551 W  Calle Mendoza, Green Valley,Arizona,85622
"AUG 29, 2024","1,110 sqft",2bd,2bd,"$220,000",Homesmart Advantage Group,1442 W  Via De Roma, Green Valley,Arizona,85622
"AUG 29, 2024",924 sqft (on 0.44 acres),2bd,2bd,"$259,000","My Home Group Real Estate, ARMLS",1280 W  Greasewood St, Apache Junction,Arizona,85120
"AUG 29, 2024","1,377 sqft (on 0.51 acres)",3bd,3bd,"$259,000",Keller Williams Southern Arizona,940 W  Robles St, Oracle,Arizona,85623
"AUG 29, 2024","1,457 sqft",3bd,3bd,"$185,000","Realty ONE Group, ARMLS",3440 W  Desierto Dr, Eloy,Arizona,85131
"AUG 29, 2024",,,,"$260,000","The Maricopa Real Estate Co, ARMLS",33007 W  Peters And Nall Rd, Maricopa,Arizona,85138
"AUG 29, 2024","2,228 sqft",4bd,4bd,"$349,000","Keller Williams Legacy One, ARMLS",1127 E  Laurel Dr, Casa Grande,Arizona,85122
"AUG 29, 2024","1,440 sqft (on 0.25 acres)",3bd,3bd,"$250,000",Burns Realty Inc,126 Vereda Patria, Rio Rico,Arizona,85648
"AUG 29, 2024","2,897 sqft (on 0.76 acres)",4bd,4bd,"$893,000",Realty ONE Group Mt Desert,1050 Longview Dr, Prescott,Arizona,86305
"AUG 29, 2024","1,696 sqft",3bd,3bd,"$515,000",Realty ONE Group Mt Desert,2429 Sequoia Dr, Prescott,Arizona,86301
"AUG 29, 2024","2,464 sqft (on 1.68 acres)",3bd,3bd,"$550,000",Russ Lyon Sotheby's Intl Rlty,1206 Maybelle Ln, Camp Verde,Arizona,86322
"AUG 29, 2024","1,396 sqft (on 0.25 acres)",3bd,3bd,"$619,000",Coldwell Banker Realty(VOC),40 Starlight Way, Sedona,Arizona,86351
"AUG 29, 2024","1,096 sqft",3bd,3bd,"$256,950",Long Realty - Yuma,1005 E  La Casita Dr, Yuma,Arizona,85365
"AUG 29, 2024","1,211 sqft",3bd,3bd,"$280,000",The Realty Agency,601 S  Avenue A, Yuma,Arizona,85364
"AUG 29, 2024","1,089 sqft",3bd,3bd,"$348,000","Keller Williams Realty East Valley, ARMLS",11952 W  Scotts Dr, El Mirage,Arizona,85335
"AUG 29, 2024",,,,"$150,000",Long River Realty,49517 TOPAZ AVE, Quartzite,Arizona,85346
"AUG 29, 2024","2,368 sqft",3bd,3bd,"$465,000","Libertas Real Estate, ARMLS",746 E  Rose Marie Ln, Phoenix,Arizona,85022
"AUG 29, 2024","1,032 sqft",2bd,2bd,"$277,000",Long River Realty,49647 JADE AVE, Quartzite,Arizona,85346
"AUG 29, 2024","4,185 sqft (on 0.41 acres)",4bd,4bd,"$1,037,000","Call Realty, Inc., ARMLS",6334 W  Chisum Trl, Phoenix,Arizona,85083
"AUG 29, 2024","3,328 sqft (on 0.36 acres)",5bd,5bd,"$780,000","Shawn Bellamak Realty, ARMLS",2650 E  Milky Way, Gilbert,Arizona,85295
"AUG 29, 2024","1,935 sqft",4bd,4bd,"$459,900","HomeSmart, ARMLS",16508 N  Lasso Dr, Surprise,Arizona,85374
"AUG 29, 2024","1,726 sqft",3bd,3bd,"$431,000","HomeSmart, ARMLS",7958 W  Marlette Ave, Glendale,Arizona,85303
"AUG 29, 2024","2,714 sqft",5bd,5bd,"$467,000","Opendoor Brokerage, LLC, ARMLS",8150 W  Gibson Ln, Phoenix,Arizona,85043
"AUG 29, 2024","2,370 sqft",4bd,4bd,"$515,000","Keller Williams Northeast Realty, ARMLS",7575 W  Mary Jane Ln, Peoria,Arizona,85382
"AUG 29, 2024","1,614 sqft",3bd,3bd,"$457,000","Integrity All Stars, ARMLS",1515 S  Danielson Way, Chandler,Arizona,85286
"AUG 29, 2024","1,316 sqft",3bd,3bd,"$415,000","Redfin Corporation, ARMLS",2353 E  Peach Tree Dr, Chandler,Arizona,85249
"AUG 29, 2024","1,483 sqft",3bd,3bd,"$299,999",eXp Realty,1908 W  Alder Grove Dr, Tucson,Arizona,85704
"AUG 29, 2024","1,790 sqft",3bd,3bd,"$440,000",Long Realty Company,3652 N  Royal Prince Ct, Tucson,Arizona,85719
"AUG 29, 2024","2,799 sqft (on 0.33 acres)",4bd,4bd,"$835,000",Flagstaff Top Producers R.E.,712 W  Old Territory Trl, Flagstaff,Arizona,86005
"AUG 29, 2024","1,848 sqft (on 9.51 acres)",4bd,4bd,"$398,000","TCB Realty, ARMLS",40611 Salome Rd, Salome,Arizona,85348
"AUG 29, 2024","1,840 sqft (on 0.26 acres)",4bd,4bd,"$560,000","RE/MAX Desert Showcase, ARMLS",11222 E  Roscoe Ave, Mesa,Arizona,85212
"AUG 29, 2024","4,637 sqft (on 0.41 acres)",5bd,5bd,"$800,000","Keller Williams Arizona Realty, ARMLS",14310 N  82nd Ln, Peoria,Arizona,85381
"AUG 29, 2024","1,133 sqft",3bd,3bd,"$272,489",Long Realty Company,10458 E  Yakima St, Tucson,Arizona,85747
"AUG 29, 2024","2,609 sqft",4bd,4bd,"$476,000","Oliver Realty, LLC",740 W  Buffalo Grass Dr, Oro Valley,Arizona,85755
"AUG 29, 2024","1,543 sqft",3bd,3bd,"$370,000","OfferPad Brokerage, LLC, ARMLS",7428 W  Raymond St, Phoenix,Arizona,85043
"AUG 29, 2024","3,451 sqft (on 1.19 acres)",4bd,4bd,"$1,185,000","My Home Group Real Estate, ARMLS",3777 E  Sat Nam Way, Cave Creek,Arizona,85331
"AUG 29, 2024","2,206 sqft",3bd,3bd,"$945,000","RE/MAX Fine Properties, ARMLS",9270 E  Thompson Peak Pkwy #376, Scottsdale,Arizona,85255
"AUG 29, 2024","2,602 sqft (on 0.37 acres)",2bd,2bd,"$765,500","Realty ONE Group, ARMLS",15553 W  Saint Andrews Way, Surprise,Arizona,85374
"AUG 29, 2024","1,470 sqft",3bd,3bd,"$455,000","HomeSmart Lifestyles, ARMLS",4218 E  Del Rio St, Gilbert,Arizona,85295
"AUG 29, 2024","1,641 sqft",2bd,2bd,"$415,000","The Rodney Jackson Company, ARMLS",3264 N  159th Ave, Goodyear,Arizona,85395
"AUG 29, 2024","1,152 sqft (on 0.30 acres)",3bd,3bd,"$168,000","HomeSmart, ARMLS",3335 W  Colusa Dr, Arizona City,Arizona,85131
"AUG 29, 2024","1,390 sqft",3bd,3bd,"$362,500","Keller Williams Arizona Realty, ARMLS",7019 S  23rd Ln, Phoenix,Arizona,85041
"AUG 29, 2024","2,984 sqft",4bd,4bd,"$570,000","eXp Realty, ARMLS",16397 W  Adams St, Goodyear,Arizona,85338
"AUG 29, 2024","4,633 sqft",5bd,5bd,"$730,000","Re/Max Alliance, ARMLS",13330 W  Rancho Dr, Litchfield Park,Arizona,85340
"AUG 29, 2024","1,525 sqft",3bd,3bd,"$490,000","My Home Group Real Estate, ARMLS",3174 E  Winged Foot Dr, Chandler,Arizona,85249
"AUG 29, 2024","1,421 sqft",3bd,3bd,"$440,000","eXp Realty, ARMLS",654 E  Winchester Way, Chandler,Arizona,85286
"AUG 29, 2024","2,275 sqft",4bd,4bd,"$449,000","eXp Realty, ARMLS",1909 S  85th Ln, Tolleson,Arizona,85353
"AUG 29, 2024","1,836 sqft",3bd,3bd,"$420,000","Wedgewood Homes Realty, ARMLS",1920 S  83rd Dr, Tolleson,Arizona,85353
"AUG 29, 2024","1,535 sqft",2bd,2bd,"$389,000",Long Realty Company,13664 N  Gold Cholla Pl, Marana,Arizona,85658
"AUG 29, 2024","1,676 sqft",3bd,3bd,"$309,500",Tierra Antigua Realty,533 E  Camino Agua Bonita, Sahuarita,Arizona,85629
"AUG 29, 2024","5,002 sqft (on 0.55 acres)",5bd,5bd,"$2,050,000","HomeSmart, ARMLS",10511 N  108th Pl, Scottsdale,Arizona,85259
"AUG 29, 2024","2,968 sqft",5bd,5bd,"$680,000","Patterson Real Estate Group, ARMLS",2509 W  Kit Carson Trl, Phoenix,Arizona,85086
"AUG 29, 2024","1,543 sqft",3bd,3bd,"$473,000","West USA Realty, ARMLS",22265 N  76th Dr, Peoria,Arizona,85383
"AUG 29, 2024","2,019 sqft (on 0.32 acres)",2bd,2bd,"$564,000","The Realty Group, ARMLS",18829 N  Upland Ct, Surprise,Arizona,85387
"AUG 29, 2024","1,919 sqft",3bd,3bd,"$590,000","Keller Williams Realty East Valley, ARMLS",3363 E  Roadrunner Dr, Chandler,Arizona,85286
"AUG 29, 2024","2,071 sqft",3bd,3bd,"$427,500","Keller Williams Realty Sonoran Living, ARMLS",14034 N  158th Ln, Surprise,Arizona,85379
"AUG 29, 2024","1,603 sqft",4bd,4bd,"$349,000","Redfield Realty LLC, ARMLS",22845 W  Mohave St, Buckeye,Arizona,85326
"AUG 29, 2024","1,663 sqft",3bd,3bd,"$280,730","Opendoor Brokerage, LLC",8126 S  Woodfrost Way, Tucson,Arizona,85747
"AUG 29, 2024","1,417 sqft",3bd,3bd,"$310,000","Century 21 Arizona Foothills, ARMLS",2672 E  Morenci Rd, San Tan Valley,Arizona,85143
"AUG 29, 2024","1,368 sqft",3bd,3bd,"$409,000","Circle N Realty, ARMLS",4122 E  Chambers St, Phoenix,Arizona,85040
"AUG 29, 2024","5,545 sqft (on 0.28 acres)",5bd,5bd,"$1,650,000","Russ Lyon Sotheby's International Realty, ARMLS",3955 E  Navigator Ln, Phoenix,Arizona,85050
"AUG 29, 2024","2,872 sqft",4bd,4bd,"$760,000","Realty ONE Group, ARMLS",3046 E  Turnberry Dr, Gilbert,Arizona,85298
"AUG 29, 2024","1,564 sqft",2bd,2bd,"$650,000","Hague Partners, ARMLS",14450 N  Thompson Peak Pkwy #110, Scottsdale,Arizona,85260
"AUG 29, 2024","1,365 sqft",3bd,3bd,"$300,000","Realup Realty, ARMLS",1618 E  Silverbirch Ave, Buckeye,Arizona,85326
"AUG 29, 2024","1,405 sqft",3bd,3bd,"$345,000","Lost Dutchman Realty, ARMLS",147 S  Main Dr, Apache Junction,Arizona,85120
"AUG 29, 2024",,,,"$70,000",Summitts River Realty,5391 Gila Pl, Topock,Arizona,86436
"AUG 29, 2024","2,234 sqft",4bd,4bd,"$424,900","Suburban Real Estate Group,LLC",504 E  Camino Crystal Azul, Sahuarita,Arizona,85629
"AUG 29, 2024","2,908 sqft",5bd,5bd,"$410,000",Long Realty Company,7442 W  Balcony Bay Dr, Tucson,Arizona,85743
"AUG 29, 2024","1,616 sqft (on 0.29 acres)",4bd,4bd,"$435,000","HomeSmart, ARMLS",39565 N  Telescomb Dr, San Tan Valley,Arizona,85140
"AUG 29, 2024","1,974 sqft",4bd,4bd,"$379,000","Opendoor Brokerage, LLC, ARMLS",1509 E  Bradstock Way, San Tan Valley,Arizona,85140
"AUG 29, 2024","2,572 sqft",5bd,5bd,"$415,000","My Home Group Real Estate, ARMLS",20808 N  Carmen Ave, Maricopa,Arizona,85139
"AUG 29, 2024","3,182 sqft",5bd,5bd,"$455,000","HomeSmart Lifestyles, ARMLS",32954 N  Pebble Creek Dr, San Tan Valley,Arizona,85143
"AUG 29, 2024","1,409 sqft",3bd,3bd,"$300,000",Tierra Antigua Realty,2466 Desert Lily Ln, Sierra Vista,Arizona,85635
"AUG 29, 2024","1,172 sqft",2bd,2bd,"$270,000","Keller Williams Southern AZ, ARMLS",1981 Thunder Meadows Dr, Sierra Vista,Arizona,85635
"AUG 29, 2024","1,641 sqft",2bd,2bd,"$315,000",Black Mountain Valley Realty,3058 Siena Dr, Bullhead City,Arizona,86442
"AUG 29, 2024","1,864 sqft",4bd,4bd,"$448,500","Launch Powered By Compass, ARMLS",8212 S  54th Ln, Laveen,Arizona,85339
"AUG 29, 2024","2,474 sqft",3bd,3bd,"$560,000","Keller Williams Realty Professional Partners, ARMLS",20382 W  Shadow St, Buckeye,Arizona,85396
"AUG 29, 2024","3,153 sqft (on 0.28 acres)",4bd,4bd,"$910,000","Jason Mitchell Real Estate, ARMLS",8569 W  Bent Tree Dr, Peoria,Arizona,85383
"AUG 29, 2024","3,337 sqft (on 1 acre)",4bd,4bd,"$1,100,000","Citiea, ARMLS",37529 N  20th St, Phoenix,Arizona,85086
"AUG 29, 2024","2,196 sqft",4bd,4bd,"$490,000",Realty ONE Group Mt Desert,7272 E  Night Watch Way, Prescott Valley,Arizona,86314
"AUG 29, 2024",852 sqft,2bd,2bd,"$175,000","Diane Dahlin's Pine Rim Realty, ARMLS",2266 Overgaard Springs Loop, Overgaard,Arizona,85933
"AUG 29, 2024","1,793 sqft",2bd,2bd,"$340,000","Congress Realty, Inc., ARMLS",22915 W  Arrow Dr, Buckeye,Arizona,85326
"AUG 29, 2024","3,264 sqft",4bd,4bd,"$1,010,000","Keller Williams Integrity First, ARMLS",16822 N  98th Pl, Scottsdale,Arizona,85260
"AUG 29, 2024","4,284 sqft (on 0.32 acres)",5bd,5bd,"$2,400,000","HomeSmart, ARMLS",17966 N  95th St, Scottsdale,Arizona,85255
"AUG 29, 2024","6,651 sqft (on 1.22 acres)",5bd,5bd,"$2,900,000","The Agency, ARMLS",27720 N  70th St, Scottsdale,Arizona,85266
"AUG 29, 2024","2,085 sqft",3bd,3bd,"$435,500","Real Broker, ARMLS",2249 E  Sunland Ave, Phoenix,Arizona,85040
"AUG 29, 2024","4,137 sqft",6bd,6bd,"$690,000","Arizona Resource Realty, ARMLS",4577 N  153rd Ave, Goodyear,Arizona,85338
"AUG 29, 2024","1,344 sqft",2bd,2bd,"$385,000","West USA Realty, ARMLS",705 W  Queen Creek Rd #1017, Chandler,Arizona,85248
"AUG 29, 2024","2,998 sqft",5bd,5bd,"$525,000","Realty ONE Group, ARMLS",43553 W  Sunland Dr, Maricopa,Arizona,85138
"AUG 29, 2024","1,091 sqft",3bd,3bd,"$268,000","Opendoor Brokerage, LLC",7226 E  Chelsie Kaye Ln, Tucson,Arizona,85730
"AUG 29, 2024","2,234 sqft",5bd,5bd,"$345,000","Maricopa Home Realty, ARMLS",36521 W  Nina St, Maricopa,Arizona,85138
"AUG 29, 2024","1,529 sqft",3bd,3bd,"$354,000","Canam Realty Group, ARMLS",45590 W  Sheridan Rd, Maricopa,Arizona,85139
"AUG 29, 2024","2,419 sqft",4bd,4bd,"$425,000","My Home Group Real Estate, ARMLS",458 E  Kelsi Ave, San Tan Valley,Arizona,85140
"AUG 29, 2024","1,700 sqft (on 0.37 acres)",3bd,3bd,"$405,000",Tierra Antigua Realty,10726 E  Placita Guajira, Tucson,Arizona,85730
"AUG 29, 2024","2,594 sqft (on 0.45 acres)",5bd,5bd,"$305,000",Coldwell Banker Realty,1841 Via Fontana, Rio Rico,Arizona,85648
"AUG 29, 2024",889 sqft,2bd,2bd,"$250,000","Berkshire Hathaway HomeServices Arizona Properties, ARMLS",3511 E  Baseline Rd #1089, Phoenix,Arizona,85042
"AUG 29, 2024","1,105 sqft",2bd,2bd,"$395,000","Coldwell Banker Realty, ARMLS",2401 E  Rio Salado Pkwy #1062, Tempe,Arizona,85281
"AUG 29, 2024","3,452 sqft (on 0.83 acres)",4bd,4bd,"$635,000",Keller Williams Southern Arizona,8994 S  Lanai Ln, Vail,Arizona,85641
"AUG 29, 2024","1,967 sqft",4bd,4bd,"$430,000","Beyond Realty LLC, ARMLS",6739 W  Beverly Rd, Laveen,Arizona,85339
"AUG 29, 2024","4,554 sqft (on 0.32 acres)",5bd,5bd,"$920,000","3rd Base Realty Group LLC, ARMLS",15733 W  Bonitos Dr, Goodyear,Arizona,85395
"AUG 29, 2024","3,001 sqft (on 0.85 acres)",3bd,3bd,"$979,000","RHouse Realty, ARMLS",5791 E  Perdido Dr, Cave Creek,Arizona,85331
"AUG 29, 2024","2,642 sqft (on 0.27 acres)",4bd,4bd,"$749,000","Home Realty, ARMLS",14732 W  Carbine Ct, Sun City West,Arizona,85375
"AUG 29, 2024","3,209 sqft",3bd,3bd,"$570,000",Long Realty Company,36644 S  Stoney Flower Dr, Tucson,Arizona,85739
"AUG 29, 2024","2,184 sqft",3bd,3bd,"$473,000","Gentry Real Estate, ARMLS",4335 E  Del Rio Dr, San Tan Valley,Arizona,85140
"AUG 29, 2024","2,706 sqft",4bd,4bd,"$475,000","Keller Williams Integrity First, ARMLS",697 E  Pasture Canyon Dr, San Tan Valley,Arizona,85143
"AUG 29, 2024","1,911 sqft (on 0.59 acres)",3bd,3bd,"$329,999","eXp Realty, ARMLS",14884 S  Rory Calhoun Dr, Arizona City,Arizona,85123
"AUG 29, 2024","1,449 sqft",3bd,3bd,"$375,000","HomeSmart, ARMLS",1265 S  Aaron Dr #333, Mesa,Arizona,85209
"AUG 29, 2024","3,388 sqft (on 0.86 acres)",4bd,4bd,"$1,150,000","Russ Lyon Sotheby's International Realty, ARMLS",37319 N  97th Way, Scottsdale,Arizona,85262
"AUG 29, 2024","4,023 sqft",8bd,8bd,"$470,000","HomeSmart, ARMLS",5755 S  236th Dr, Buckeye,Arizona,85326
"AUG 29, 2024","1,645 sqft",3bd,3bd,"$415,000","Melissa Cox Realty, ARMLS",17657 W  Aster Dr, Surprise,Arizona,85388
