date,house_size,bed,bath,price,broker,street,city,state_name,zip_code
"AUG 30, 2024","1,420 sqft (on 0.45 acres)",3bd,3bd,"$300,000",Keller Williams Pinehurst,135 Edgewater Drive, Pinehurst,North Carolina,27376
"AUG 30, 2024","1,789 sqft (on 0.78 acres)",4bd,4bd,"$240,000",,244 Glass Rd, Mount Airy,North Carolina,27030
"AUG 30, 2024","1,778 sqft (on 4.73 acres)",2bd,2bd,"$194,000",Our Town Properties Inc.,6166 Blalock Road, Lucama,North Carolina,27851
"AUG 30, 2024","1,412 sqft (on 5.55 acres)",2bd,2bd,"$333,000",,260 Serenity Dr, Purlear,North Carolina,28665
"AUG 30, 2024","1,326 sqft (on 0.39 acres)",3bd,3bd,"$285,000",,2557 Mint Julep Dr, Creedmoor,North Carolina,27522
"AUG 30, 2024",,,,"$21,000",Simpson Real Estate Group Inc,165 W Winding Way, Wallace,North Carolina,28466
"AUG 30, 2024","1,785 sqft (on 0.55 acres)",3bd,3bd,"$303,000",Keller Williams Pinehurst,107 E Stargrass Circle, Goldsboro,North Carolina,27534
"AUG 30, 2024","1,784 sqft (on 0.35 acres)",3bd,3bd,"$270,000",Keller Williams Realty Platinum - Garner-Clayton,213 Killdeer Drive, Goldsboro,North Carolina,27530
"AUG 30, 2024","1,467 sqft",3bd,3bd,"$170,000",,321 Marshall St, Roanoke Rapids,North Carolina,27870
"AUG 30, 2024","1,623 sqft (on 0.34 acres)",3bd,3bd,"$317,000","Hall & Nixon Real Estate, Inc",809 Kylers Way, Elizabeth City,North Carolina,27909
"AUG 30, 2024","1,656 sqft (on 0.60 acres)",3bd,3bd,"$315,000",Berkshire Hathaway HomeServices Blue Ridge REALTORS®,167 Oakdale Dr, Morganton,North Carolina,28655
"AUG 30, 2024","2,368 sqft (on 0.89 acres)",4bd,4bd,"$282,000",Coldwell Banker Newton RE,2425 US 70 W, Morganton,North Carolina,28655
"AUG 30, 2024","1,428 sqft (on 0.42 acres)",3bd,3bd,"$300,000",EXP Realty LLC Mooresville,8304 Cedar Bark St, Hickory,North Carolina,28602
"AUG 30, 2024","1,008 sqft (on 0.49 acres)",3bd,3bd,"$110,000",EXP Realty LLC,5904 Dysartsville Rd, Morganton,North Carolina,28655
"AUG 30, 2024","1,216 sqft (on 0.56 acres)",3bd,3bd,"$115,000","Weichert, Realtors Associated Group",12940 Pea Bridge Road, Laurinburg,North Carolina,28352
"AUG 30, 2024","1,371 sqft",3bd,3bd,"$375,000",CENTURY 21 Nachman Realty,219 W  Tateway Rd #5E, Kitty Hawk,North Carolina,27949
"AUG 30, 2024","1,238 sqft (on 0.29 acres)",1bd,1bd,"$180,000","eXp Realty, LLC",129 Saunders Ln, Taylorsville,North Carolina,28681
"AUG 30, 2024",978 sqft (on 1 acre),2bd,2bd,"$185,000",Rebecca Savage,265 Frank McMillan Road, Scottville,North Carolina,28672
"AUG 30, 2024",,Studio,Studio,"$36,500",,182 Mallard Dr, New London,North Carolina,28127
"AUG 30, 2024",,,,"$120,000","MARINER REALTY, INC",403 Academy Street, Oriental,North Carolina,28571
"AUG 30, 2024","4,364 sqft (on 1.48 acres)",3bd,3bd,"$1,700,000",Beth Frazer & Associates,578 Homestead Road, New Bern,North Carolina,28571
"AUG 30, 2024","1,024 sqft (on 0.68 acres)",2bd,2bd,"$280,000",RE/MAX RESULTS,211 Pensacola Rd, Burnsville,North Carolina,28714
"AUG 30, 2024",,,,"$55,800",ListWithFreedom.com,4260 Hassell Road, Oak City,North Carolina,27857
"AUG 30, 2024","1,800 sqft (on 0.36 acres)",3bd,3bd,"$400,000",Occano Realty,120 Prince Court, Merry Hill,North Carolina,27957
"AUG 30, 2024","3,168 sqft (on 0.66 acres)",4bd,4bd,"$305,000",The Rich Company,207 Holyoke Drive, Washington,North Carolina,27889
"AUG 30, 2024","3,643 sqft (on 0.49 acres)",2bd,2bd,"$425,000",The Rich Company,103 Mockernut Lane, Washington,North Carolina,27889
"AUG 30, 2024","1,476 sqft (on 11.71 acres)",3bd,3bd,"$200,000",Rich Company-Bath Branch,2323 Burbage Road, Bath,North Carolina,27808
"AUG 30, 2024",,,,"$115,000",The Rich Company,27 Riverview, Chocowinity,North Carolina,27817
"AUG 30, 2024","1,136 sqft (on 0.26 acres)",3bd,3bd,"$510,000",United Real Estate East Carolina,125 Widgeon Drive, Bath,North Carolina,27808
"AUG 30, 2024","1,325 sqft (on 0.34 acres)",4bd,4bd,"$185,000","Carolina Land and Home Realty, LLC",130 Ray Farmer Road, Aulander,North Carolina,27805
"AUG 30, 2024","1,354 sqft (on 0.46 acres)",2bd,2bd,"$245,000",Premier Real Estate of the Sandhills LLC,502 Poplar Street, Hamlet,North Carolina,28345
"AUG 30, 2024","1,344 sqft (on 1.47 acres)",3bd,3bd,"$200,000",United Real Estate East Carolina,412 N Wilson Street, Walstonburg,North Carolina,27888
"AUG 30, 2024","3,402 sqft (on 0.60 acres)",4bd,4bd,"$437,866",UNITED REAL ESTATE COASTAL RIVERS,317 Palisades Way, New Bern,North Carolina,28560
"AUG 30, 2024","2,692 sqft",4bd,4bd,"$445,000",Realty ONE Group Select,4015 Farmington Ridge Py, Charlotte,North Carolina,28213
"AUG 30, 2024","1,281 sqft (on 1.33 acres)",3bd,3bd,"$263,000",Coldwell Banker Advantage,600 Houston Rd, Columbus,North Carolina,28722
"AUG 30, 2024","3,090 sqft (on 11.46 acres)",4bd,4bd,"$613,000","ChadHigby.com, LLC",376 Nighthawk Loop, Aberdeen,North Carolina,28315
"AUG 30, 2024","3,195 sqft (on 0.26 acres)",4bd,4bd,"$1,030,000",,2514 Terrmini Dr, Apex,North Carolina,27502
"AUG 30, 2024","7,921 sqft (on 12.80 acres)",5bd,5bd,"$1,800,000",,112 Saint Andrews Dr, North Wilkesboro,North Carolina,28659
"AUG 30, 2024","2,372 sqft",3bd,3bd,"$620,000",Prime Real Estate Advisors LLC,11719 Clems Branch Dr, Charlotte,North Carolina,28277
"AUG 30, 2024","2,510 sqft",4bd,4bd,"$424,000",Nexthome In The Pines,13339 Jacks Lane, Pineville,North Carolina,28134
"AUG 30, 2024","2,149 sqft",3bd,3bd,"$420,000",Tech Realty LLC,9356 Ainslie Downs St, Charlotte,North Carolina,28273
"AUG 30, 2024",848 sqft (on 0.45 acres),2bd,2bd,"$76,000",,4289 N  Old 52 Rd, Pinnacle,North Carolina,27043
"AUG 30, 2024","1,620 sqft (on 0.61 acres)",3bd,3bd,"$199,500",Century 21 The Realty Group Washington,1500 Horse Pen Swamp Road, Washington,North Carolina,27889
"AUG 30, 2024","2,983 sqft",5bd,5bd,"$778,000",Intracoastal Realty Corp,8124 Barstow Lane, Wilmington,North Carolina,28411
"AUG 30, 2024","1,832 sqft",3bd,3bd,"$700,000",,326 W  Margaret Ln, Hillsborough,North Carolina,27278
"AUG 30, 2024","1,678 sqft (on 1.01 acres)",3bd,3bd,"$350,000",Iron Valley Real Estate Elizabeth City,107 Red Maple Drive, Elizabeth City,North Carolina,27909
"AUG 30, 2024","2,114 sqft",3bd,3bd,"$342,000",,420 Green Arbor Ln, Winston Salem,North Carolina,27103
"AUG 30, 2024","1,316 sqft (on 0.27 acres)",3bd,3bd,"$255,000",,496 Thomas Ave, Aberdeen,North Carolina,28315
"AUG 30, 2024","3,422 sqft (on 0.31 acres)",4bd,4bd,"$625,000",Realty ONE Group Select,2398 Drake Mill Ln   SW, Concord,North Carolina,28025
"AUG 30, 2024","1,288 sqft (on 0.33 acres)",3bd,3bd,"$296,000",Keller Williams Select,1220 White Ln, Gastonia,North Carolina,28052
"AUG 30, 2024","2,120 sqft",4bd,4bd,"$400,000",EXP Realty LLC Ballantyne,3124 Graceland Cres, Pineville,North Carolina,28134
"AUG 30, 2024","1,918 sqft",3bd,3bd,"$460,000",EXP Realty LLC Rock Hill,4203 Canopy Creek Dr, Denver,North Carolina,28037
"AUG 30, 2024","3,532 sqft (on 0.34 acres)",4bd,4bd,"$995,000",Real Broker LLC,5136 Creswell Drive, Leland,North Carolina,28451
"AUG 30, 2024",,,,"$20,000",Allen Tate Gastonia,2389 Osprey Ct, Gastonia,North Carolina,28056
"AUG 30, 2024",,,,"$20,000",Allen Tate Gastonia,2381 Osprey Ct, Gastonia,North Carolina,28056
"AUG 30, 2024",,,,"$20,000",Allen Tate Gastonia,2334 Eagle Glen Ct, Gastonia,North Carolina,28056
"AUG 30, 2024",,,,"$375,000","Southern Homes of the Carolinas, Inc",3239 Lake Pointe Dr, Belmont,North Carolina,28012
"AUG 30, 2024","1,943 sqft",4bd,4bd,"$325,000",,6 Baylis St, Franklinton,North Carolina,27525
"AUG 30, 2024","1,497 sqft",3bd,3bd,"$390,000",,250 Maple Twig Ct, Fuquay Varina,North Carolina,27526
"AUG 30, 2024","1,780 sqft",3bd,3bd,"$449,000",,1193 Chestnut Bluff Run, Apex,North Carolina,27502
"AUG 30, 2024","1,768 sqft",2bd,2bd,"$575,000",,1352 Santa Lucia St, Wake Forest,North Carolina,27587
"AUG 30, 2024","3,604 sqft",5bd,5bd,"$910,000",Keller Williams Innovate-Wilmington,1120 Harborside Court, Wilmington,North Carolina,28411
"AUG 30, 2024","2,410 sqft",4bd,4bd,"$386,500",,130 Ashberry Ln, Franklinton,North Carolina,27525
"AUG 30, 2024","1,536 sqft (on 0.70 acres)",3bd,3bd,"$280,000",Berkshire Hathaway HomeServices Landmark Prop,3949 E  Burke Blvd, Connelly Springs,North Carolina,28612
"AUG 30, 2024","4,901 sqft (on 7.08 acres)",5bd,5bd,"$2,000,000",Allen Tate Davidson,15701 E  Rocky River Rd, Davidson,North Carolina,28036
"AUG 30, 2024",962 sqft,2bd,2bd,"$134,000",Coldwell Banker Advantage,55 Brookside Dr #33, Hendersonville,North Carolina,28791
"AUG 30, 2024",,,,"$1,400,000",Keller Williams Pinehurst,127 Atkins Road, Cameron,North Carolina,28326
"AUG 30, 2024","2,600 sqft",4bd,4bd,"$550,000",,309 Painthorse Ln, Wendell,North Carolina,27591
"AUG 30, 2024","3,176 sqft",4bd,4bd,"$765,000",,425 Chickasaw Plum Dr, Holly Springs,North Carolina,27540
"AUG 30, 2024","1,496 sqft (on 0.69 acres)",4bd,4bd,"$90,000",,114 W  Warren St, Littleton,North Carolina,27850
"AUG 30, 2024","2,253 sqft",4bd,4bd,"$430,000","KELLY CURRAN, NEXTHOME IN THE PINES, LPRMLS",4250 Irwin Dr, Aberdeen,North Carolina,28315
"AUG 30, 2024","2,080 sqft",3bd,3bd,"$560,000",,420 Sage Oak Ln, Holly Springs,North Carolina,27540
"AUG 30, 2024","2,703 sqft",4bd,4bd,"$660,000",,261 Ransfield Ln, Fuquay Varina,North Carolina,27526
"AUG 30, 2024","4,757 sqft (on 0.34 acres)",4bd,4bd,"$2,287,500",TSG Residential,14232 Ryker Way, Davidson,North Carolina,28036
"AUG 30, 2024","1,219 sqft",3bd,3bd,"$289,500",,126 Sturgeon St, Smithfield,North Carolina,27577
"AUG 30, 2024","1,695 sqft",3bd,3bd,"$367,500",Keller Williams Ballantyne Area,9329 Dunwich Dr, Gastonia,North Carolina,28056
"AUG 30, 2024","2,724 sqft",4bd,4bd,"$486,000",RE/MAX Select,9033 Myrna Dr, Gastonia,North Carolina,28056
"AUG 30, 2024","2,414 sqft (on 0.27 acres)",5bd,5bd,"$460,000",Keller Williams Connected,2125 Osten Run, Monroe,North Carolina,28110
"AUG 30, 2024",,Studio,Studio,"$170,000",,1207 Asheboro St, High Point,North Carolina,27260
"AUG 30, 2024","2,245 sqft",4bd,4bd,"$370,000",,577 Forestville Rd, Wake Forest,North Carolina,27587
"AUG 30, 2024","2,247 sqft",4bd,4bd,"$365,000",,579 Forestville Rd, Wake Forest,North Carolina,27587
"AUG 30, 2024","2,247 sqft",4bd,4bd,"$365,000",,589 Forestville Rd, Wake Forest,North Carolina,27587
"AUG 30, 2024","2,647 sqft",4bd,4bd,"$448,000",Keller Williams Ballantyne Area,5006 Markfield Ln, Monroe,North Carolina,28110
"AUG 30, 2024","2,310 sqft",3bd,3bd,"$472,055",DR Horton Inc,194 Thornberry Rd, Hendersonville,North Carolina,28792
"AUG 30, 2024","1,570 sqft",3bd,3bd,"$367,000",Red Cedar Realty LLC,1828 Purser Dr, Charlotte,North Carolina,28215
"AUG 30, 2024","1,173 sqft",3bd,3bd,"$351,900",LGI Homes NC LLC,1716 Nia Rd, Charlotte,North Carolina,28215
"AUG 30, 2024","3,108 sqft (on 0.65 acres)",4bd,4bd,"$381,000","RICH LINDOR, DR HORTON INC., LPRMLS",149 Hawksmoore Ln, Lillington,North Carolina,27546
"AUG 30, 2024","1,844 sqft (on 2.40 acres)",3bd,3bd,"$410,000",,629 Stone Rd, Reidsville,North Carolina,27320
"AUG 30, 2024","1,679 sqft",3bd,3bd,"$307,900",,2028 Ram Rd, Greensboro,North Carolina,27405
"AUG 30, 2024","2,275 sqft (on 0.49 acres)",3bd,3bd,"$379,999",,41 Saddlewood Ln, Zebulon,North Carolina,27597
"AUG 30, 2024","1,613 sqft (on 0.32 acres)",4bd,4bd,"$308,990","D.R. Horton, Inc.",3145 Pasile Court, Sanford,North Carolina,27332
"AUG 30, 2024","2,824 sqft",4bd,4bd,"$376,720","LATOYA COUNCIL, DR HORTON INC., LPRMLS",5630 Tantobie Rd #53, Fayetteville,North Carolina,28314
"AUG 30, 2024","2,283 sqft (on 0.46 acres)",3bd,3bd,"$390,400",Keller Williams Realty,2035 Sharpnose Street, New Bern,North Carolina,28562
"AUG 30, 2024","1,763 sqft (on 0.49 acres)",3bd,3bd,"$336,000",Century 21 Coastal Advantage,170 N Ardsley Lane, Rocky Pt,North Carolina,28457
"AUG 30, 2024","2,098 sqft",4bd,4bd,"$475,000",Lennar Sales Corp,18124 Stark Way #BW141, Charlotte,North Carolina,28278
"AUG 30, 2024","2,098 sqft",4bd,4bd,"$465,000",Lennar Sales Corp,18116 Stark Way #BW143, Charlotte,North Carolina,28278
"AUG 30, 2024","2,946 sqft (on 0.62 acres)",5bd,5bd,"$479,900","ANDREE FREEMAN, MANNING REALTY, LPRMLS",517 S  Main St, Broadway,North Carolina,27505
"AUG 30, 2024","2,435 sqft (on 0.40 acres)",4bd,4bd,"$334,900",,115 Cremello Dr, King,North Carolina,27021
"AUG 30, 2024","2,202 sqft",4bd,4bd,"$456,999",Lennar Sales Corp,18112 Stark Way #BW144, Charlotte,North Carolina,28278
"AUG 30, 2024","1,764 sqft",4bd,4bd,"$311,000","D.R. Horton, Inc.",2403 Banbury Lane W, Wilson,North Carolina,27893
"AUG 30, 2024","1,372 sqft (on 0.69 acres)",3bd,3bd,"$289,900",RE/MAX Southland Realty II,117 Emerson Fields Drive, Pikeville,North Carolina,27863
"AUG 30, 2024","2,824 sqft (on 0.26 acres)",4bd,4bd,"$399,000","LATRENDA THOMAS, DR HORTON INC., LPRMLS",1020 Shoreline Dr #6, Vass,North Carolina,28394
"AUG 30, 2024","1,571 sqft",2bd,2bd,"$349,000",,2008 Enrichment Way #8, Durham,North Carolina,27703
"AUG 30, 2024","1,908 sqft",2bd,2bd,"$339,000",Town & Country Realty of the Carolinas,42 Hunting Country Trl, Tryon,North Carolina,28782
"AUG 30, 2024","2,025 sqft",3bd,3bd,"$357,900",LGI Homes NC LLC,3417 Bear Den Dr, Gastonia,North Carolina,28052
"AUG 30, 2024","1,343 sqft",3bd,3bd,"$427,690",DR Horton Inc,197 Wheatfield Rd, Fletcher,North Carolina,28732
"AUG 30, 2024","2,511 sqft (on 0.59 acres)",4bd,4bd,"$344,000",,328 Sadie Mae Dr, Lexington,North Carolina,27292
"AUG 30, 2024","2,670 sqft (on 0.31 acres)",5bd,5bd,"$606,280",Lennar Sales Corp,191 Hamptons Cove Rd #4, Troutman,North Carolina,28116
"AUG 30, 2024","2,824 sqft (on 0.27 acres)",4bd,4bd,"$399,000","D.R. Horton, Inc.",1020 Shoreline Drive, Vass,North Carolina,28394
"AUG 30, 2024","1,429 sqft",3bd,3bd,"$244,990",,5507 Carrington Ct, Trinity,North Carolina,27370
"AUG 30, 2024","2,025 sqft",3bd,3bd,"$398,900",LGI Homes NC LLC,2070 Transatlantic Ave, Charlotte,North Carolina,28215
"AUG 30, 2024","2,476 sqft",4bd,4bd,"$445,940",,4209 Shadbush St, Raleigh,North Carolina,27616
"AUG 30, 2024","2,441 sqft (on 0.51 acres)",4bd,4bd,"$393,550","EDRIC WILLIAMS, EXP REALTY LLC, LPRMLS",515 Solomon Dr, Cameron,North Carolina,28326
"AUG 30, 2024",,,,"$53,500",Lakeshore Realty,L-109 Hoosier Ct, Lake Junaluska,North Carolina,28745
"AUG 30, 2024","1,395 sqft",4bd,4bd,"$334,900",,293 Maidenhair Pl, Clayton,North Carolina,27520
"AUG 30, 2024","2,174 sqft",4bd,4bd,"$362,990",,3016 Egert Dr, Haw River,North Carolina,27258
"AUG 30, 2024","1,927 sqft",4bd,4bd,"$340,000",,3013 Egert Dr, Haw River,North Carolina,27258
"AUG 30, 2024","1,794 sqft",3bd,3bd,"$414,935",,435 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","1,734 sqft",3bd,3bd,"$398,685",,437 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","1,744 sqft",3bd,3bd,"$400,685",,439 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","2,325 sqft",3bd,3bd,"$394,665","D.R. Horton, Inc.",6009 Bayberry Park Drive, New Bern,North Carolina,28562
"AUG 30, 2024","3,573 sqft",5bd,5bd,"$860,105",Taylor Morrison of Carolinas Inc,11823 Casabella Dr, Huntersville,North Carolina,28078
"AUG 30, 2024",,Studio,Studio,"$29,900",,East St, Jonesville,North Carolina,28642
"AUG 30, 2024","1,883 sqft",3bd,3bd,"$386,185","D.R. Horton, Inc.",5020 Cinnamon Run, New Bern,North Carolina,28562
"AUG 30, 2024","2,824 sqft",4bd,4bd,"$406,190",DR Horton Inc,108 Highcrest Way, Troutman,North Carolina,28166
"AUG 30, 2024","1,821 sqft (on 4.48 acres)",3bd,3bd,"$316,900",Coldwell Banker Sea Coast Advantage - Jacksonville,126 Uzzell Road, Hubert,North Carolina,28539
"AUG 30, 2024","1,770 sqft",3bd,3bd,"$465,000","Brunswick Forest Realty, LLC",7943 Harrier Circle, Leland,North Carolina,28451
"AUG 30, 2024","1,764 sqft (on 0.32 acres)",4bd,4bd,"$287,000",,132 Dolcetto Ave #3, Lexington,North Carolina,27295
"AUG 30, 2024","2,980 sqft",5bd,5bd,"$670,000",,1525 Maelyn Way, Fuquay Varina,North Carolina,27526
"AUG 30, 2024","2,511 sqft",5bd,5bd,"$388,500",,3515 Mallory Dr, Haw River,North Carolina,27258
"AUG 30, 2024","2,368 sqft",5bd,5bd,"$349,000",DR Horton Inc,113 Sycamore Springs Dr, Statesville,North Carolina,28677
"AUG 30, 2024","2,325 sqft",3bd,3bd,"$398,165","D.R. Horton, Inc.",6010 Bayberry Park Drive, New Bern,North Carolina,28562
"AUG 30, 2024","2,175 sqft",3bd,3bd,"$335,000",DR Horton Inc,107 Sycamore Springs Dr, Statesville,North Carolina,28677
"AUG 30, 2024","2,368 sqft",5bd,5bd,"$356,765",DR Horton Inc,111 Sycamore Springs Dr, Statesville,North Carolina,28677
"AUG 30, 2024","1,512 sqft (on 0.46 acres)",3bd,3bd,"$279,500",,2648 Idlewild Drive Ext, Randleman,North Carolina,27317
"AUG 30, 2024","1,864 sqft",3bd,3bd,"$420,000",,2108 Enrichment Way #1, Durham,North Carolina,27703
"AUG 30, 2024","1,622 sqft (on 1.84 acres)",3bd,3bd,"$319,900",Keller Williams Realty Platinum - Garner-Clayton,229 Maxwell Farm Lane, Selma,North Carolina,27576
"AUG 30, 2024","1,614 sqft (on 0.97 acres)",3bd,3bd,"$319,900",Keller Williams Realty Platinum - Garner-Clayton,17 S Rowsham Place, Smithfield,North Carolina,27577
"AUG 30, 2024","2,376 sqft (on 0.25 acres)",4bd,4bd,"$480,900","Courtney Carter Homes, LLC",475 Northern Pintail Place, Hampstead,North Carolina,28443
"AUG 30, 2024","1,395 sqft",4bd,4bd,"$334,900",,32 Thunder Hill Ct, Clayton,North Carolina,27520
"AUG 30, 2024","1,991 sqft",4bd,4bd,"$325,000",DR Horton Inc,169 Old Home Rd, Statesville,North Carolina,28677
"AUG 30, 2024","1,500 sqft",3bd,3bd,"$370,000",Coldwell Banker Sea Coast Advantage,9094 St George Road, Wilmington,North Carolina,28411
"AUG 30, 2024",,,,"$290,000",John Heinlein,Lot S1 Sky Rock Trail, Banner Elk,North Carolina,28604
"AUG 30, 2024","1,734 sqft",3bd,3bd,"$404,735",,441 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","1,805 sqft",3bd,3bd,"$416,000",,445 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","1,734 sqft",3bd,3bd,"$402,735",,443 Carolina Springs Blvd, Apex,North Carolina,27539
"AUG 30, 2024","2,498 sqft (on 0.27 acres)",3bd,3bd,"$521,690",,304 Falls Village Dr #44, Durham,North Carolina,27703
"AUG 30, 2024","2,952 sqft",4bd,4bd,"$735,170",,3109 Armeria Dr #33, Apex,North Carolina,27502
"AUG 30, 2024","2,952 sqft",4bd,4bd,"$734,180",,3100 Armeria Dr #8, Apex,North Carolina,27502
"AUG 30, 2024",,,,"$12,000","HELENA SINCLAIR, BHHS ALL AMERICAN HOMES #2, LPRMLS",1000 W  Boulevard St, Laurinburg,North Carolina,28352
"AUG 30, 2024","1,565 sqft",3bd,3bd,"$355,000",,6024 Howth Way, Raleigh,North Carolina,27610
"AUG 30, 2024",828 sqft,3bd,3bd,"$149,000",HomeZu,1907 Henry Smith St #A, Hickory,North Carolina,28601
"AUG 30, 2024","2,205 sqft",4bd,4bd,"$340,990",,389 Whitley Ridge Dr, Clayton,North Carolina,27527
"AUG 30, 2024",,Studio,Studio,"$49,900",,Straw House Rd, Reidsville,North Carolina,27320
"AUG 30, 2024","1,995 sqft",3bd,3bd,"$445,000",,5850 Woodlawn Dr #92, Durham,North Carolina,27703
"AUG 30, 2024","3,872 sqft (on 3.91 acres)",3bd,3bd,"$500,000","NC Mountain Real Estate, LLC",969 Monteith Branch Rd, Sylva,North Carolina,28779
"AUG 30, 2024","1,618 sqft",3bd,3bd,"$289,706","APRIL STEPHENS, EXP REALTY LLC, LPRMLS",1745 Ragsdale Rd, Hope Mills,North Carolina,28348
"AUG 30, 2024","1,817 sqft",3bd,3bd,"$299,706","APRIL STEPHENS, EXP REALTY LLC, LPRMLS",1753 Ragsdale Rd, Hope Mills,North Carolina,28348
"AUG 30, 2024","2,715 sqft (on 0.37 acres)",5bd,5bd,"$359,900",,122 Cremello Dr, King,North Carolina,27021
"AUG 30, 2024","1,396 sqft (on 0.58 acres)",3bd,3bd,"$267,900",RE/MAX Southland Realty II,110 W Sillinger Drive, Goldsboro,North Carolina,27534
"AUG 30, 2024","2,577 sqft",5bd,5bd,"$451,859",Lennar Sales Corp,10151 Chatham Run Ln #RCC-24, Charlotte,North Carolina,28262
"AUG 30, 2024","1,556 sqft",3bd,3bd,"$222,888",WJH Brokerage NC LLC,434 Silo Court, Ayden,North Carolina,28513
"AUG 30, 2024","3,119 sqft (on 1.32 acres)",4bd,4bd,"$587,665",,4603 Thatcher Woods Dr #2, Oak Ridge,North Carolina,27310
"AUG 30, 2024","2,474 sqft (on 1.81 acres)",3bd,3bd,"$525,000",Carolina Realty,277 Christmas Light Road, Kenly,North Carolina,27542
"AUG 30, 2024",,,,"$275,000",Beacon Street Realty LLC,503 Front Street, Washington,North Carolina,27889
"AUG 30, 2024","1,800 sqft (on 0.26 acres)",4bd,4bd,"$347,900",LGI Homes NC LLC,3106 Maple Ridge Dr, Gastonia,North Carolina,28052
"AUG 30, 2024","1,985 sqft",4bd,4bd,"$850,000",Twiddy and Company - Wash Woods,1608 Ocean Pearl Rd #13, Corolla,North Carolina,27927
"AUG 30, 2024","3,202 sqft (on 0.99 acres)",4bd,4bd,"$577,000",,6300 Andrew Henry Ct, Oak Ridge,North Carolina,27310
"AUG 30, 2024","1,669 sqft",3bd,3bd,"$376,490",,6021 Howth Way Dr, Raleigh,North Carolina,27610
"AUG 30, 2024",,,,"$30,000",West Agency LLC,303 Fox Ridge Road, Warsaw,North Carolina,28398
"AUG 30, 2024","2,570 sqft",5bd,5bd,"$401,000",CCNC Realty Group LLC,2509 Blue Sky Meadows Dr, Monroe,North Carolina,28110
"AUG 30, 2024","2,532 sqft",4bd,4bd,"$422,850",CCNC Realty Group LLC,2533 Blue Sky Meadows Dr, Monroe,North Carolina,28110
"AUG 30, 2024","1,591 sqft",3bd,3bd,"$325,000",COMPASS,203 Church St, Dallas,North Carolina,28034
"AUG 30, 2024","1,620 sqft",3bd,3bd,"$276,999",Lennar Sales Corp,158 Pampas Pl #BF5-131, Statesville,North Carolina,28625
"AUG 30, 2024","2,715 sqft (on 0.39 acres)",5bd,5bd,"$375,280",,115 Piebald Dr, King,North Carolina,27021
"AUG 30, 2024","2,344 sqft",4bd,4bd,"$331,900","TEAM THOMPSON, COLDWELL BANKER ADVANTAGE - FAYETTEVILLE, LPRMLS",1804 Stackhouse Dr #258, Fayetteville,North Carolina,28314
"AUG 30, 2024","2,164 sqft",4bd,4bd,"$405,000",,6016 Howth Way, Raleigh,North Carolina,27610
"AUG 30, 2024","1,525 sqft (on 0.46 acres)",3bd,3bd,"$274,900","LAUREN FURR, COLDWELL BANKER ADVANTAGE - FAYETTEVILLE, LPRMLS",460 Carolina Church Road St #12, Pauls,North Carolina,28384
